country,director,genre,name,score,star,writer,success
USA,Rob Zombie,Crime,The Devil's Rejects,6.9,Sid Haig,Rob Zombie,Average
USA,Tim Burton,Animation,Corpse Bride,7.4,Johnny Depp,Tim Burton,Hit
USA,Mike Mitchell,Adventure,Sky High,6.2,Kurt Russell,Paul Hernandez,Average
USA,Michael Bay,Action,The Island,6.9,Scarlett Johansson,Caspian Tredwell-Owen,Average
USA,Clare Kilner,Comedy,The Wedding Date,6.1,Dermot Mulroney,Elizabeth Young,Average
USA,Lexi Alexander,Crime,Green Street Hooligans,7.5,Elijah Wood,Lexi Alexander,Hit
USA,Ron Howard,Biography,Cinderella Man,8,Russell Crowe,Cliff Hollingsworth,Hit
USA,Sam Mendes,Action,Jarhead,7,Jake Gyllenhaal,William Broyles Jr.,Hit
USA,F. Gary Gray,Comedy,Be Cool,5.7,John Travolta,Elmore Leonard,Flop
USA,Florent-Emilio Siri,Action,Hostage,6.6,Bruce Willis,Robert Crais,Average
USA,David Cronenberg,Crime,A History of Violence,7.5,Viggo Mortensen,John Wagner,Hit
USA,Tim Story,Action,Fantastic Four,5.7,Ioan Gruffudd,Mark Frost,Flop
USA,Jon Favreau,Action,Zathura: A Space Adventure,6.1,Josh Hutcherson,Chris Van Allsburg,Average
USA,Kirk Jones,Comedy,Nanny McPhee,6.6,Emma Thompson,Emma Thompson,Average
USA,Eric Darnell,Animation,Madagascar,6.9,Chris Rock,Mark Burton,Average
USA,Jay Chandrasekhar,Action,The Dukes of Hazzard,5.1,Seann William Scott,John O'Brien,Flop
USA,Andrew Niccol,Crime,Lord of War,7.6,Nicolas Cage,Andrew Niccol,Hit
USA,David Slade,Crime,Hard Candy,7.1,Patrick Wilson,Brian Nelson,Hit
USA,Robert Schwentke,Drama,Flightplan,6.2,Jodie Foster,Peter A. Dowling,Average
USA,Rob Marshall,Drama,Memoirs of a Geisha,7.4,Ziyi Zhang,Robin Swicord,Hit
USA,Scott Derrickson,Drama,The Exorcism of Emily Rose,6.7,Laura Linney,Paul Harris Boardman,Average
USA,Terrence Malick,Biography,The New World,6.7,Colin Farrell,Terrence Malick,Average
USA,Adam Shankman,Adventure,Cheaper by the Dozen 2,5.5,Steve Martin,Sam Harper,Flop
USA,John Singleton,Action,Four Brothers,6.9,Mark Wahlberg,David Elliot,Average
USA,Robert Rodriguez,Action,The Adventures of Sharkboy and Lavagirl 3-D,3.5,Cayden Boyd,Robert Rodriguez,Flop
USA,Shane Black,Comedy,Kiss Kiss Bang Bang,7.6,Robert Downey Jr.,Brett Halliday,Hit
USA,Rob McKittrick,Comedy,Waiting...,6.8,Ryan Reynolds,Rob McKittrick,Average
USA,Terry Gilliam,Adventure,The Brothers Grimm,5.9,Matt Damon,Ehren Kruger,Flop
USA,Karyn Kusama,Action,Ãon Flux,5.5,Charlize Theron,Phil Hay,Flop
USA,Ken Kwapis,Comedy,The Sisterhood of the Traveling Pants,6.5,Amber Tamblyn,Ann Brashares,Average
USA,Lee Tamahori,Action,xXx: State of the Union,4.4,Ice Cube,Rich Wilkes,Flop
USA,Lasse HallstrÃ¶m,Adventure,Casanova,6.5,Heath Ledger,Jeffrey Hatcher,Average
USA,Wes Craven,Mystery,Red Eye,6.5,Rachel McAdams,Carl Ellsworth,Average
USA,Chris Wedge,Animation,Robots,6.3,Ewan McGregor,Ron Mita,Average
USA,Mark Waters,Comedy,Just Like Heaven,6.7,Reese Witherspoon,Peter Tolan,Average
USA,Rian Johnson,Action,Brick,7.4,Joseph Gordon-Levitt,Rian Johnson,Hit
USA,Martin Campbell,Action,The Legend of Zorro,5.9,Antonio Banderas,Roberto Orci,Flop
USA,Thomas Carter,Biography,Coach Carter,7.3,Samuel L. Jackson,Mark Schwahn,Hit
USA,Angela Robinson,Adventure,Herbie Fully Loaded,4.8,Lindsay Lohan,Thomas Lennon,Flop
USA,Rob Reiner,Comedy,Rumor Has It...,5.5,Jennifer Aniston,Ted Griffin,Flop
USA,John Polson,Drama,Hide and Seek,5.9,Robert De Niro,Ari Schlossberg,Flop
USA,Mark Dindal,Animation,Chicken Little,5.8,Zach Braff,Mark Dindal,Flop
USA,Catherine Hardwicke,Biography,Lords of Dogtown,7.1,Heath Ledger,Stacy Peralta,Hit
USA,Mikael HÃ¥fstrÃ¶m,Crime,Derailed,6.6,Clive Owen,Stuart Beattie,Average
USA,Iain Softley,Horror,The Skeleton Key,6.5,Kate Hudson,Ehren Kruger,Average
USA,John Stockwell,Action,Into the Blue,5.8,Paul Walker,Matt Johnson,Flop
USA,Bennett Miller,Biography,Capote,7.4,Philip Seymour Hoffman,Dan Futterman,Hit
USA,Susan Stroman,Comedy,The Producers,6.4,Nathan Lane,Mel Brooks,Average
USA,Jim Jarmusch,Comedy,Broken Flowers,7.2,Bill Murray,Jim Jarmusch,Hit
USA,Jason Reitman,Comedy,Thank You for Smoking,7.6,Aaron Eckhart,Jason Reitman,Hit
USA,Stephen Gaghan,Drama,Syriana,7,George Clooney,Stephen Gaghan,Hit
USA,David Ayer,Action,Harsh Times,6.9,Christian Bale,David Ayer,Average
USA,Marc Forster,Drama,Stay,6.9,Ewan McGregor,David Benioff,Average
USA,Cory Edwards,Animation,Hoodwinked!,6.5,Anne Hathaway,Cory Edwards,Average
USA,Thomas Bezucha,Comedy,The Family Stone,6.3,Dermot Mulroney,Thomas Bezucha,Average
USA,Raja Gosnell,Comedy,"Yours, Mine & Ours",5.4,Dennis Quaid,Ron Burch,Flop
USA,Tim Fywell,Comedy,Ice Princess,6,Michelle Trachtenberg,Meg Cabot,Average
USA,Darren Grant,Comedy,Diary of a Mad Black Woman,5.7,Kimberly Elise,Tyler Perry,Flop
USA,John Madden,Drama,Proof,6.8,Gwyneth Paltrow,David Auburn,Average
USA,Hideo Nakata,Horror,The Ring Two,5.4,Naomi Watts,Ehren Kruger,Flop
USA,Julian Jarrold,Comedy,Kinky Boots,7.1,Chiwetel Ejiofor,Geoff Deane,Hit
USA,Lawrence Guterman,Comedy,Son of the Mask,2.2,Jamie Kennedy,Lance Khazei,Flop
USA,Nigel Cole,Comedy,A Lot Like Love,6.6,Ashton Kutcher,Colin Patrick Lynch,Average
USA,Walter Salles,Drama,Dark Water,5.6,Jennifer Connelly,KÃ´ji Suzuki,Flop
USA,Jim Sheridan,Biography,Get Rich or Die Tryin',5.1,50 Cent,Terence Winter,Flop
USA,Bruce Hunt,Adventure,The Cave,5.1,Piper Perabo,Michael Steinberg,Flop
USA,Barry W. Blaustein,Comedy,The Ringer,5.8,Johnny Knoxville,Ricky Blitt,Flop
USA,Rupert Wainwright,Horror,The Fog,3.6,Tom Welling,Cooper Layne,Flop
USA,Niki Caro,Drama,North Country,7.3,Charlize Theron,Michael Seitzman,Hit
USA,Dean Parisot,Comedy,Fun with Dick and Jane,6.1,Jim Carrey,Judd Apatow,Average
USA,Cameron Crowe,Comedy,Elizabethtown,6.4,Orlando Bloom,Cameron Crowe,Average
USA,George Clooney,Biography,"Good Night, and Good Luck.",7.5,David Strathairn,George Clooney,Hit
USA,Craig Brewer,Crime,Hustle & Flow,7.4,Terrence Howard,Craig Brewer,Hit
USA,Mike Bigelow,Comedy,Deuce Bigalow: European Gigolo,4.6,Rob Schneider,Harris Goldberg,Flop
USA,Nora Ephron,Comedy,Bewitched,4.8,Nicole Kidman,Nora Ephron,Flop
USA,Curtis Hanson,Comedy,In Her Shoes,6.5,Toni Collette,Jennifer Weiner,Average
USA,John Gulager,Action,Feast,6.4,Navi Rawat,Marcus Dunstan,Average
USA,Mary Harron,Biography,The Notorious Bettie Page,6.6,Gretchen Mol,Mary Harron,Average
USA,Ben Younger,Comedy,Prime,6.2,Uma Thurman,Ben Younger,Average
USA,Lasse HallstrÃ¶m,Adventure,An Unfinished Life,7,Jennifer Lopez,Mark Spragg,Hit
USA,John Pasquin,Action,Miss Congeniality 2: Armed and Fabulous,5,Sandra Bullock,Marc Lawrence,Flop
USA,Brian Levant,Adventure,Are We There Yet?,4.6,Ice Cube,Steven Gary Banks,Flop
USA,Bobby Farrelly,Comedy,Fever Pitch,6.2,Drew Barrymore,Lowell Ganz,Average
USA,Rob Cohen,Action,Stealth,5,Josh Lucas,W.D. Richter,Flop
USA,Bill Paxton,Drama,The Greatest Game Ever Played,7.5,Shia LaBeouf,Mark Frost,Hit
USA,Jesse Dylan,Comedy,Kicking & Screaming,5.6,Will Ferrell,Leo Benvenuti,Flop
USA,Rebecca Miller,Drama,The Ballad of Jack and Rose,6.7,Daniel Day-Lewis,Rebecca Miller,Average
USA,Jamie Babbit,Crime,The Quiet,6.4,Camilla Belle,Abdi Nazemian,Average
USA,John Turturro,Comedy,Romance & Cigarettes,6.3,James Gandolfini,John Turturro,Average
USA,Kevin Rodney Sullivan,Comedy,Guess Who,5.9,Ashton Kutcher,William Rose,Flop
USA,Stephen Kay,Drama,Boogeyman,4.1,Barry Watson,Eric Kripke,Flop
USA,Wayne Wang,Comedy,Because of Winn-Dixie,6.4,AnnaSophia Robb,Kate DiCamillo,Average
USA,Marcos Siega,Comedy,Pretty Persuasion,6.6,Evan Rachel Wood,Skander Halim,Average
USA,Danny Cannon,Drama,Goal! The Dream Begins,6.7,Kuno Becker,Mike Jefferies,Average
USA,John Dahl,Action,The Great Raid,6.7,Benjamin Bratt,William B. Breuer,Average
USA,Gary David Goldberg,Comedy,Must Love Dogs,5.9,Diane Lane,Claire Cook,Flop
USA,Jeff Wadlow,Drama,Cry_Wolf,5.9,Julian Morris,Jeff Wadlow,Flop
USA,Richard Linklater,Comedy,Bad News Bears,5.8,Billy Bob Thornton,Bill Lancaster,Flop
USA,Duncan Tucker,Adventure,Transamerica,7.4,Felicity Huffman,Duncan Tucker,Hit
USA,Bille Woodruff,Comedy,Beauty Shop,5.5,Queen Latifah,Elizabeth Hunter,Flop
USA,Steve Carr,Comedy,Rebound,5.1,Martin Lawrence,William Wolff,Flop
USA,Stephen Herek,Action,Man of the House,5.4,Tommy Lee Jones,John J. McLaughlin,Flop
USA,D.J. Caruso,Drama,Two for the Money,6.2,Matthew McConaughey,Dan Gilroy,Average
USA,Steve Boyum,Action,Supercross,4.1,Steve Howey,Ken Solarz,Flop
USA,Mark Rosman,Comedy,The Perfect Man,5.5,Hilary Duff,Michael McQuown,Flop
USA,Liev Schreiber,Comedy,Everything Is Illuminated,7.5,Elijah Wood,Jonathan Safran Foer,Hit
USA,Frederik Du Chau,Adventure,Racing Stripes,5.2,Frankie Muniz,David Schmidt,Flop
USA,Paul Dinello,Comedy,Strangers with Candy,6.1,Amy Sedaris,Stephen Colbert,Average
USA,Jim Gillespie,Horror,Venom,4.7,Agnes Bruckner,Flint Dille,Flop
USA,Phil Morrison,Comedy,Junebug,7,Embeth Davidtz,Angus MacLachlan,Hit
USA,Gore Verbinski,Comedy,The Weather Man,6.6,Nicolas Cage,Steve Conrad,Average
USA,Mike Mills,Comedy,Thumbsucker,6.6,Lou Taylor Pucci,Walter Kirn,Average
USA,Don Roos,Comedy,Happy Endings,6.5,Lisa Kudrow,Don Roos,Average
USA,Paul Schrader,Drama,Dominion: Prequel to the Exorcist,5.3,Stellan SkarsgÃ¥rd,William Wisher,Flop
USA,Mark Levin,Comedy,Little Manhattan,7.6,Josh Hutcherson,Jennifer Flackett,Hit
USA,Anand Tucker,Drama,Shopgirl,6.4,Steve Martin,Steve Martin,Average
USA,Mike Binder,Comedy,The Upside of Anger,6.9,Joan Allen,Mike Binder,Average
USA,David Kendall,Comedy,Dirty Deeds,5.9,Milo Ventimiglia,Jon Land,Flop
USA,Miranda July,Comedy,Me and You and Everyone We Know,7.3,John Hawkes,Miranda July,Hit
USA,Jeremy Haft,Horror,Tamara,5.2,Jenna Dewan Tatum,Jeffrey Reddick,Flop
USA,Randal Kleiser,Adventure,Lovewrecked,4.9,Amanda Bynes,Stephen Langford,Flop
USA,John Gatins,Drama,Dreamer: Inspired by a True Story,6.9,Kurt Russell,John Gatins,Average
USA,Gus Van Sant,Biography,Last Days,5.8,Michael Pitt,Gus Van Sant,Flop
USA,Alexander Bulkley,Crime,The Zodiac,5.4,Justin Chambers,Alexander Bulkley,Flop
USA,Arie Posin,Comedy,The Chumscrubber,7,Jamie Bell,Arie Posin,Hit
USA,Malcolm D. Lee,Comedy,Roll Bounce,6,Shad Moss,Norman Vance Jr.,Average
USA,Brett Leonard,Action,Man-Thing,4,Jack Thompson,Steve Gerber,Flop
USA,Adam Rapp,Comedy,Winter Passing,6.4,Ed Harris,Adam Rapp,Average
USA,Lee Daniels,Action,Shadowboxer,5.6,Cuba Gooding Jr.,Will Rokos,Flop
USA,Randall Miller,Comedy,Marilyn Hotchkiss' Ballroom Dancing & Charm School,6.6,Robert Carlyle,Randall Miller,Average
USA,John Asher,Comedy,Dirty Love,3.5,Jenny McCarthy,Jenny McCarthy,Flop
USA,Christopher Nolan,Drama,The Prestige,8.5,Christian Bale,Jonathan Nolan,Hit
USA,Martin Scorsese,Crime,The Departed,8.5,Leonardo DiCaprio,William Monahan,Hit
USA,Zack Snyder,Action,300,7.7,Gerard Butler,Zack Snyder,Hit
USA,Gore Verbinski,Action,Pirates of the Caribbean: Dead Man's Chest,7.3,Johnny Depp,Ted Elliott,Hit
USA,Darren Aronofsky,Drama,The Fountain,7.3,Hugh Jackman,Darren Aronofsky,Hit
USA,Alfonso CuarÃ³n,Drama,Children of Men,7.9,Julianne Moore,Alfonso CuarÃ³n,Hit
USA,Mel Gibson,Action,Apocalypto,7.8,Gerardo Taracena,Mel Gibson,Hit
USA,David Frankel,Comedy,The Devil Wears Prada,6.8,Anne Hathaway,Aline Brosh McKenna,Average
USA,John Lasseter,Animation,Cars,7.1,Owen Wilson,John Lasseter,Hit
USA,Mike Judge,Adventure,Idiocracy,6.6,Luke Wilson,Mike Judge,Average
USA,Gabriele Muccino,Biography,The Pursuit of Happyness,8,Will Smith,Steve Conrad,Hit
USA,Jonathan Dayton,Comedy,Little Miss Sunshine,7.8,Steve Carell,Michael Arndt,Hit
USA,Ryan Fleck,Drama,Half Nelson,7.2,Ryan Gosling,Ryan Fleck,Hit
USA,Alexandre Aja,Horror,The Hills Have Eyes,6.4,Ted Levine,Wes Craven,Average
USA,Nancy Meyers,Comedy,The Holiday,6.9,Kate Winslet,Nancy Meyers,Average
USA,Andy Fickman,Comedy,She's the Man,6.4,Amanda Bynes,Ewan Leslie,Average
USA,Justin Lin,Action,The Fast and the Furious: Tokyo Drift,6,Lucas Black,Chris Morgan,Average
USA,Ron Howard,Mystery,The Da Vinci Code,6.6,Tom Hanks,Akiva Goldsman,Average
USA,Sofia Coppola,Biography,Marie Antoinette,6.4,Kirsten Dunst,Sofia Coppola,Average
USA,Tarsem Singh,Adventure,The Fall,7.9,Lee Pace,Dan Gilroy,Hit
USA,Ridley Scott,Comedy,A Good Year,6.9,Russell Crowe,Marc Klein,Average
USA,Spike Lee,Crime,Inside Man,7.6,Denzel Washington,Russell Gewirtz,Hit
USA,Darren Lynn Bousman,Horror,Saw III,6.2,Tobin Bell,Leigh Whannell,Average
USA,Jonathan Liebesman,Horror,The Texas Chainsaw Massacre: The Beginning,5.9,Jordana Brewster,Sheldon Turner,Flop
USA,Neil Burger,Drama,The Illusionist,7.6,Edward Norton,Neil Burger,Hit
USA,Sylvester Stallone,Drama,Rocky Balboa,7.2,Sylvester Stallone,Sylvester Stallone,Hit
USA,Frank Coraci,Comedy,Click,6.4,Adam Sandler,Steve Koren,Average
USA,Peyton Reed,Comedy,The Break-Up,5.8,Jennifer Aniston,Jeremy Garelick,Flop
USA,Tony Scott,Action,Deja Vu,7,Denzel Washington,Bill Marsilii,Hit
USA,Nicholaus Goossen,Comedy,Grandma's Boy,7,Allen Covert,Barry Wernick,Hit
USA,Anne Fletcher,Crime,Step Up,6.5,Channing Tatum,Duane Adler,Average
USA,Michael Mann,Action,Miami Vice,6,Colin Farrell,Michael Mann,Average
USA,Bryan Singer,Action,Superman Returns,6.1,Brandon Routh,Michael Dougherty,Average
USA,Betty Thomas,Comedy,John Tucker Must Die,5.8,Jesse Metcalfe,Jeff Lowell,Flop
USA,Adam McKay,Action,Talladega Nights: The Ballad of Ricky Bobby,6.6,Will Ferrell,Will Ferrell,Average
USA,J.J. Abrams,Action,Mission: Impossible III,6.9,Tom Cruise,Alex Kurtzman,Average
USA,Larry Charles,Comedy,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3,Sacha Baron Cohen,Sacha Baron Cohen,Hit
USA,Shawn Levy,Adventure,Night at the Museum,6.4,Ben Stiller,Robert Ben Garant,Average
USA,Gil Kenan,Animation,Monster House,6.6,Mitchel Musso,Dan Harmon,Average
USA,Renny Harlin,Action,The Covenant,5.3,Steven Strait,J.S. Cardone,Flop
USA,Wolfgang Petersen,Action,Poseidon,5.6,Richard Dreyfuss,Mark Protosevich,Flop
USA,Bill Condon,Drama,Dreamgirls,6.5,BeyoncÃ© Knowles,Tom Eyen,Average
USA,Steve Pink,Comedy,Accepted,6.5,Justin Long,Adam Cooper,Average
USA,Craig Brewer,Drama,Black Snake Moan,7,Christina Ricci,Craig Brewer,Hit
USA,Todd Field,Drama,Little Children,7.6,Kate Winslet,Todd Field,Hit
USA,Robert De Niro,Drama,The Good Shepherd,6.7,Matt Damon,Eric Roth,Average
USA,McG,Drama,We Are Marshall,7.1,Matthew McConaughey,Jamie Linden,Hit
USA,Stefen Fangmeier,Action,Eragon,5.1,Ed Speleers,Peter Buchman,Flop
USA,Richard Linklater,Animation,A Scanner Darkly,7.1,Keanu Reeves,Philip K. Dick,Hit
USA,M. Night Shyamalan,Drama,Lady in the Water,5.6,Paul Giamatti,M. Night Shyamalan,Flop
USA,John Cameron Mitchell,Drama,Shortbus,6.5,Sook-Yin Lee,John Cameron Mitchell,Average
USA,Liam Lynch,Adventure,Tenacious D in The Pick of Destiny,6.8,Jack Black,Jack Black,Average
USA,Clint Eastwood,Drama,Letters from Iwo Jima,7.9,Ken Watanabe,Iris Yamashita,Hit
USA,Mark Neveldine,Action,Crank,7,Jason Statham,Mark Neveldine,Hit
USA,Marc Forster,Comedy,Stranger Than Fiction,7.6,Will Ferrell,Zach Helm,Hit
USA,Oliver Stone,Drama,World Trade Center,6,Nicolas Cage,Andrea Berloff,Average
USA,George Miller,Animation,Happy Feet,6.5,Elijah Wood,George Miller,Average
USA,Frank Marshall,Adventure,Eight Below,7.3,Paul Walker,David DiGilio,Hit
USA,Alejandro Agresti,Drama,The Lake House,6.8,Keanu Reeves,David Auburn,Average
USA,Clint Eastwood,Drama,Flags of our Fathers,7.1,Ryan Phillippe,William Broyles Jr.,Hit
USA,Tim Johnson,Animation,Over the Hedge,6.8,Bruce Willis,Len Blum,Average
USA,Len Wiseman,Action,Underworld: Evolution,6.7,Kate Beckinsale,Danny McBride,Average
USA,Paul Greengrass,Drama,United 93,7.6,David Alan Basche,Paul Greengrass,Hit
USA,Kurt Wimmer,Action,Ultraviolet,4.4,Milla Jovovich,Kurt Wimmer,Flop
USA,Werner Herzog,Adventure,Rescue Dawn,7.3,Christian Bale,Werner Herzog,Hit
USA,Ericson Core,Biography,Invincible,7.1,Mark Wahlberg,Brad Gann,Hit
USA,Elizabeth Allen Rosenbaum,Comedy,Aquamarine,5.3,Emma Roberts,John Quaintance,Flop
USA,Neil LaBute,Horror,The Wicker Man,3.7,Nicolas Cage,Neil LaBute,Flop
USA,John Bonito,Action,The Marine,4.7,John Cena,Michelle Gallagher,Flop
USA,Jay Chandrasekhar,Comedy,Beerfest,6.3,Jay Chandrasekhar,Jay Chandrasekhar,Average
USA,John Moore,Horror,The Omen,5.5,Liev Schreiber,David Seltzer,Flop
USA,William Friedkin,Drama,Bug,6.1,Ashley Judd,Tracy Letts,Average
USA,Donald Petrie,Comedy,Just My Luck,5.4,Lindsay Lohan,I. Marlene King,Flop
USA,Dennis Dugan,Action,The Benchwarmers,5.6,David Spade,Allen Covert,Flop
USA,David Zucker,Comedy,Scary Movie 4,5.1,Anna Faris,Craig Mazin,Flop
USA,Tom Dey,Comedy,Failure to Launch,5.6,Matthew McConaughey,Tom J. Astle,Flop
USA,John Stockwell,Horror,Turistas,5.3,Josh Duhamel,Michael Arlen Ross,Flop
USA,Corey Yuen,Action,DOA: Dead or Alive,4.8,Jaime Pressly,J.F. Lawton,Flop
USA,Andrew Davis,Action,The Guardian,6.9,Kevin Costner,Ron L. Brinkerhoff,Average
USA,Simon West,Horror,When a Stranger Calls,5.1,Camilla Belle,Jake Wade Wall,Flop
USA,Shawn Levy,Adventure,The Pink Panther,5.6,Steve Martin,Len Blum,Flop
USA,Victor Salva,Drama,Peaceful Warrior,7.3,Scott Mechlowicz,Kevin Bernhardt,Hit
USA,Goran Dukic,Comedy,Wristcutters: A Love Story,7.4,Patrick Fugit,Goran Dukic,Hit
USA,Peter Hewitt,Action,Zoom,4.3,Tim Allen,Adam Rifkin,Flop
USA,Gary Winick,Comedy,Charlotte's Web,6.3,Dakota Fanning,Susannah Grant,Average
USA,Kevin Reynolds,Drama,Tristan + Isolde,6.9,James Franco,Dean Georgaris,Average
USA,Aaron Seltzer,Comedy,Date Movie,2.7,Alyson Hannigan,Jason Friedberg,Flop
USA,Carlos Saldanha,Animation,Ice Age: The Meltdown,6.9,Ray Romano,Peter Gaulke,Average
USA,Chris Robinson,Comedy,ATL,6,T.I.,Tina Gordon Chism,Average
USA,Kevin Smith,Comedy,Clerks II,7.4,Brian O'Halloran,Kevin Smith,Hit
USA,Keenen Ivory Wayans,Comedy,Littleman,4.3,Shawn Wayans,Keenen Ivory Wayans,Flop
USA,Susannah Grant,Comedy,Catch and Release,6,Jennifer Garner,Susannah Grant,Average
USA,Jim Sonzero,Horror,Pulse,4.7,Kristen Bell,Wes Craven,Flop
USA,Ivan Reitman,Comedy,My Super Ex-Girlfriend,5.1,Uma Thurman,Don Payne,Flop
USA,Allen Coulter,Biography,Hollywoodland,6.5,Adrien Brody,Paul Bernbaum,Average
USA,Phil Joanou,Crime,Gridiron Gang,6.9,Dwayne Johnson,Jeff Maguire,Average
USA,William Brent Bell,Horror,Stay Alive,5.1,Jon Foster,William Brent Bell,Flop
USA,Roger Allers,Animation,Open Season,6.2,Ashton Kutcher,Steve Bencich,Average
USA,Adam Green,Comedy,Hatchet,5.7,Kane Hodder,Adam Green,Flop
USA,Michael Apted,Biography,Amazing Grace,7.5,Ioan Gruffudd,Steven Knight,Hit
USA,Glen Morgan,Horror,Black Christmas,4.6,Michelle Trachtenberg,Glen Morgan,Flop
USA,Richard Donner,Action,16 Blocks,6.6,Bruce Willis,Richard Wenk,Average
USA,James Gartner,Biography,Glory Road,7.2,Josh Lucas,Christopher Cleveland,Hit
USA,Richard Loncraine,Crime,Firewall,5.8,Harrison Ford,Joe Forte,Flop
USA,Anthony Russo,Comedy,"You, Me and Dupree",5.6,Kate Hudson,Michael LeSieur,Flop
USA,Takashi Shimizu,Horror,The Grudge 2,5,Amber Tamblyn,Stephen Susco,Flop
USA,Clark Johnson,Action,The Sentinel,6.1,Michael Douglas,George Nolfi,Average
USA,Katherine Brooks,Drama,Loving Annabelle,6.6,Erin Kelly,Katherine Brooks,Average
USA,Alex Kendrick,Drama,Facing the Giants,6.7,Alex Kendrick,Alex Kendrick,Average
USA,Ryan Murphy,Comedy,Running with Scissors,6.2,Joseph Cross,Ryan Murphy,Average
USA,Matthew O'Callaghan,Animation,Curious George,6.6,Will Ferrell,Ken Kaufman,Average
USA,Liz Friedlander,Drama,Take the Lead,6.7,Antonio Banderas,Dianne Houston,Average
USA,John Whitesell,Comedy,Big Momma's House 2,4.6,Martin Lawrence,Don Rhymer,Flop
USA,Michael Lembeck,Adventure,The Santa Clause 3: The Escape Clause,4.7,Tim Allen,Ed Decter,Flop
USA,Emilio Estevez,Biography,Bobby,7,Anthony Hopkins,Emilio Estevez,Hit
USA,George Hickenlooper,Biography,Factory Girl,6.4,Sienna Miller,Captain Mauzner,Average
USA,Tyler Perry,Comedy,Madea's Family Reunion,5.1,Tyler Perry,Tyler Perry,Flop
USA,Gregory Dark,Action,See No Evil,5.1,Glenn Jacobs,Dan Madigan,Flop
USA,Milos Forman,Biography,Goya's Ghosts,6.9,Javier Bardem,Milos Forman,Average
USA,Steven Shainberg,Biography,Fur: An Imaginary Portrait of Diane Arbus,6.5,Nicole Kidman,Erin Cressida Wilson,Average
USA,Mort Nathan,Comedy,Van Wilder 2: The Rise of Taj,4.8,Kal Penn,David Drew Gallagher,Flop
USA,Todd Phillips,Comedy,School for Scoundrels,5.9,Billy Bob Thornton,Todd Phillips,Flop
USA,Greg Coolidge,Comedy,Employee of the Month,5.5,Jessica Simpson,Don Calame,Flop
USA,Sanaa Hamri,Comedy,Something New,6.8,Sanaa Lathan,Kriss Turner,Average
USA,Todd Stephens,Comedy,Another Gay Movie,5,Michael Carbonaro,Tim Kaltenecker,Flop
USA,Nicole Holofcener,Comedy,Friends with Money,5.8,Jennifer Aniston,Nicole Holofcener,Flop
USA,Michael O. Sajbel,Drama,The Ultimate Gift,7.4,Drew Fuller,Cheryl McKay,Hit
USA,Tony Goldwyn,Comedy,The Last Kiss,6.5,Zach Braff,Paul Haggis,Average
USA,Simon Brand,Crime,Unknown,6.5,Jim Caviezel,Matthew Waynee,Average
USA,Mira Nair,Drama,The Namesake,7.6,Kal Penn,Sooni Taraporevala,Hit
USA,John A. Davis,Animation,The Ant Bully,5.9,Paul Giamatti,John A. Davis,Flop
USA,Michael O. Sajbel,Biography,One Night with the King,6.3,Tiffany Dupont,Stephan Blinn,Average
USA,Doug Atchison,Drama,Akeelah and the Bee,7.5,Angela Bassett,Doug Atchison,Hit
USA,Paul Weitz,Comedy,American Dreamz,5.5,Hugh Grant,Paul Weitz,Flop
USA,Wayne Wang,Comedy,Last Holiday,6.4,Queen Latifah,Jeffrey Price,Average
USA,Scott Glosserman,Comedy,Behind the Mask: The Rise of Leslie Vernon,6.8,Nathan Baesel,Scott Glosserman,Average
USA,Dito Montiel,Crime,A Guide to Recognizing Your Saints,7,Robert Downey Jr.,Dito Montiel,Hit
USA,Douglas McGrath,Biography,Infamous,7.1,Toby Jones,Douglas McGrath,Hit
USA,Justin Lin,Drama,Annapolis,5.8,James Franco,David Collard,Flop
USA,Michael Polish,Adventure,The Astronaut Farmer,6.3,Billy Bob Thornton,Mark Polish,Average
USA,Barry Levinson,Comedy,Man of the Year,6.2,Robin Williams,Barry Levinson,Average
USA,David Von Ancken,Action,Seraphim Falls,6.7,Pierce Brosnan,David Von Ancken,Average
USA,Jody Hill,Comedy,The Foot Fist Way,6.4,Danny McBride,Ben Best,Average
USA,Lloyd Kaufman,Comedy,Poultrygeist: Night of the Chicken Dead,6.2,Jason Yachanin,Gabriel Friedman,Average
USA,Bob Odenkirk,Comedy,Let's Go to Prison,6,Dax Shepard,Robert Ben Garant,Average
USA,Steven Soderbergh,Drama,The Good German,6.1,George Clooney,Paul Attanasio,Average
USA,Karen Moncrieff,Crime,The Dead Girl,6.7,Toni Collette,Karen Moncrieff,Average
USA,Michael Mayer,Adventure,Flicka,6.2,Alison Lohman,Mark Rosenthal,Average
USA,James Keach,Comedy,Blind Dating,6.1,Chris Pine,Christopher Theo,Average
USA,Paul Feig,Adventure,Unaccompanied Minors,5.1,Dyllan Christopher,Jacob Meszaros,Flop
USA,John Whitesell,Comedy,Deck the Halls,4.9,Matthew Broderick,Matt Corman,Flop
USA,Michael Bay,Action,Transformers,7.1,Shia LaBeouf,Roberto Orci,Hit
USA,Ethan Coen,Crime,No Country for Old Men,8.1,Tommy Lee Jones,Joel Coen,Hit
USA,David Fincher,Crime,Zodiac,7.7,Jake Gyllenhaal,James Vanderbilt,Hit
USA,Antoine Fuqua,Action,Shooter,7.2,Mark Wahlberg,Jonathan Lemkin,Hit
